Filename,SMILES
C03702,*NC(=O)[C@H](CCCCNC)NC(*)=O
C03703,O=C(O)C[C@@H]1NC(=O)NC1=O
C03706,*O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C03707,*OC(C)=O
C03710,O=C(O)CNC(=O)OCc1ccccc1
C03711,CNCC(O)c1ccccc1
C03712,O=C(NCCC[C@H](NC(=O)c1ccccc1)C(=O)O)c1ccccc1
C03715,*OCC(=O)COP(=O)(O)O
C03716,COC(=O)CC(=O)C(=O)O
C03717,O=C(Cc1ccccc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1
C03719,O/N=C(\S)Cc1ccccc1
C03721,*NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(*)=O
C03722,O=C(O)c1cccnc1C(=O)O
C03723,*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
C03724,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)o1
C03725,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)O
C03726,*S(=O)C[C@H](N)C(=O)O
C03727,N[C@@H](CSCC(=O)O)C(=O)O
C03731,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1OP(=O)(O)O
C03733,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
C03735,O=P(O)(O)OCC1O[C@H](O)C(O)C(O)C1O
C03737,O=P(O)(O)O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O
C03738,C[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O
C03739,O[C@@H]1CCCC[C@H]1O
C03740,*[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O
C03741,N[C@H](C=O)CCC(=O)O
C03742,N#C[C@@H](O)c1ccc(O)cc1
C03743,Oc1cc(O)c(O)c(O)c1
C03747,CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C
C03748,CC(=O)C1[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C03750,O=C(O)C(=O)CCCC(=O)c1ccccc1
C03752,N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO
C03754,CC(C)C(=O)OP(=O)(O)O
C03758,NCCc1ccc(O)c(O)c1
C03761,CC(O)(CC(=O)O)CC(=O)O
C03764,CN(C)c1ccc(/N=N/c2ccccc2)cc1
C03765,O=CCc1ccc(O)cc1
C03766,N#CCc1ccc(O)cc1
C03767,O=C1CCC(C(=O)O)CC1
C03771,N=C(N)NCCCC(=O)C(=O)O
C03772,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CCC2=O
C03773,*O[C@@H]1O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]1O
C03785,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@H]1O
C03786,*[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1
C03788,*NC(=O)[C@H](CO)NC(*)=O
C03789,O=S(=O)(O)N[C@H]1C(O)O[C@H](COS(=O)(=O)O)[C@@H](O)[C@@H]1O
C03790,C[C@@H](NCC(=O)O)C(=O)O
C03792,*C(=O)N[C@@H]1C(=O)O[C@H](CO)[C@@H](O)[C@@H]1O
C03793,C[N+](C)(C)CCCC[C@H](N)C(=O)[O-]
C03794,O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
C03796,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OP(=O)(O)O)[C@H]2C)O[C@@H](C)[C@@H]1O
C03797,O=C1CSC(c2nc3ccc(O)cc3s2)=N1
C03798,*NC(=O)[C@@H]1CCCN1C(*)=O
C03799,CC(C)=CCC/C(C)=C/COP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C03800,*NC(=O)[C@H](CSC)NC(*)=O
C03802,*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
C03803,*NC(=O)[C@H](C)N
C03804,CSC(=O)[C@H](O)CO
C03808,*NC(=O)[C@H](COP(=O)(O)O)NC(*)=O
C03817,O=C(O)[C@@H](O)Cc1cnc[nH]1
C03819,*C(=O)OC[C@@H](O)COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
C03820,*OC[C@H](CO)OC(C)=O
C03823,*C(O)C(=O)NC(CO)C(O)/C=C/CCCCCCCCCCCCC
C03824,N/C(=C/C=C\C=O)C(=O)O
C03826,O=C(O)C(=O)C[C@H](O)CO
C03827,C[C@H](O)[C@@H](O)CC(=O)C(=O)O
C03832,O=C(O)C(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
C03836,CC12CCCC1C1CC=C3C[C@@H](O)CCC3(C)C1CC2
C03837,CC(=O)Oc1ccc2c(C)cc(=O)oc2c1
C03838,NCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
C03840,O=C1C=CC(=O)c2c(O)cccc21
C03844,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
C03845,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3
C03846,CC(=O)NCCCC(N)CC(=O)O
C03847,*O[C@@H]1O[C@H](COP(=O)(O)O)[C@H](O)[C@H](O)[C@H]1O
C03848,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C03851,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(N)(=O)O)[C@@H](O)[C@H]1O
C03852,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
C03855,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C
C03860,CN(CCC(N)CC(=O)N[C@H]1C=C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1C(=O)O)C(=N)N
C03861,O=c1cc2oc3ccccc3oc-2cc1=O
C03862,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C03864,CCC[C@@H](O)CC(=O)OCC
C03865,CCC[C@H](O)CC(=O)OCC
C03866,*O[C@@H]1OC[C@@H](O[C@@H]2OC[C@@H](O[C@@H]3OC[C@@H](*)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
C03868,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
C03871,N[C@@H](CCCC(=O)C(=O)O)C(=O)O
C03872,NCCOP(=O)(O)OC[C@H](N)C(=O)O
C03874,*NC(=O)[C@@H](NC(*)=O)[C@@H](C)OP(=O)(O)O
C03875,*NC(=O)[C@H](COP(=O)(O)O)NC(*)=O
C03880,*C(=O)N[C@@H](*)C(=O)O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1CO
C03881,*[C@H](NC(=O)CNC(=O)CCCCCCCCCCCCC)C(=O)O
C03882,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
C03885,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)ccc1O
C03887,CC[C@H](C)C(=O)Nc1ncc(-c2c[nH]c3ccccc23)nc1CCCNC(=N)N
C03888,O=C(Cc1ccc(OS(=O)(=O)O)cc1)Nc1ncc(-c2ccc(OS(=O)(=O)O)cc2)nc1Cc1ccccc1
C03889,*C(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
C03892,*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)O)OC(*)=O
C03894,CC(O)COP(=O)(O)O
C03895,*NC(=O)[C@H](CC[S@](C)=O)NC(*)=O
C03897,O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(OS(=O)(=O)O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12
C03898,O=c1c(OS(=O)(=O)O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12
C03899,*C(O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
C03900,N[C@@H](CSc1ccc(Br)cc1)C(=O)O
C03901,O=C(O)C1CSCCN1
C03904,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CCC(=O)O)C(=O)O
C03905,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](CCC(N)=O)C(=O)O
C03906,O=P(O)(O)O[C@H]1OC[C@H](O)[C@H](O)[C@H]1O
C03910,CC(C)[C@@]1(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@@H]1C
C03912,O=C(O)[C@@H]1CCC=N1
C03914,C[C@H](C(=O)C(=O)O)c1c[nH]c2ccccc12
C03917,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
C03918,O=C(O)/C=C(Cl)\C=C(\Cl)C(=O)O
C03920,CSCCS(=O)(=O)O
C03921,O=C(O)C(=O)C[C@H](O)[C@H](O)C(=O)O
C03922,*O[C@H]1[C@H](N)C[C@H](N)[C@@H](O*)[C@@H]1O
C03925,O=C(O)c1cc(Br)c(O)c(Br)c1
C03926,O=C(O)CC(=O)[C@H](O)[C@H](O)CO
C03927,O=c1cc[nH]cc1O
C03930,CC1(C)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
C03933,*NC(=O)CC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)O
C03935,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](O)C[C@H]3[C@@H]1CC[C@@H]2O
C03939,*SC(C)=O
C03941,*NC(=O)[C@H](CCCCNC)NC(*)=O
C03943,C[C@H](N)C[C@@H](N)C(=O)O
C03944,COc1cccc2oc3c4c(cc(OC)c3c(=O)c12)O[C@H]1OCC[C@@H]41
C03946,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12
C03947,O=P1(O)OCC(CO)O1
C03951,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
C03954,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2
C03955,CC(=O)N(O)CCCC[C@H](N)C(=O)O
C03956,*O[C@@H]1[C@@H](CO)OC(OC[C@H](NC(*)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)[C@H](O)[C@H]1O
C03957,*NC(=O)[C@@H](NC(*)=O)C(O)C(=O)O
C03961,N[C@H](C(=O)O)[C@@H](O)C(=O)O
C03962,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C03963,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
C03964,O=C(O)[C@H](O)Cc1ccc(O)cc1
C03968,*OC[C@@H](O)COP(=O)(O)O
C03972,O=C(O)C1=N[C@H](C(=O)O)CCC1
C03974,*C(=O)O[C@H](CO)COP(=O)(O)O
C03975,Nc1nc(=O)c2ncc(=O)[nH]c2[nH]1
C03979,C[C@H](O)[C@H](O)CC(=O)C(=O)O
C03981,O=C(O)/C=C(\O)C(=O)O
C03982,CO/N=C/C(C)C
C03985,C=CC(C)(O)CCC=C(C)C
C03986,Cc1ccc(C(=O)O)c(N)c1O
C03989,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C03990,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
C03993,O=C(O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
C03994,NNc1ccc(CO)cc1
C03995,O=C1[C@@H](O)[C@@H](Nc2ccc([N+](=O)[O-])cc2)C[C@H](CO)[C@H]1O
C03996,Cc1ncc(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(CO)c1O
C03997,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1CO
C03998,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
C03999,C[C@@H](N)C(=O)O[C@@H](CO)COP(=O)(O)O
C04000,CC(=O)C(C)C(=O)OCc1ccccc1
C04002,O=C(O)/C=C(/CCC(=O)O)C(=O)O
C04006,O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
C04007,O=C1CC(c2ccccc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc21
C04010,*O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O
C04013,*CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C04015,CC(=O)N[C@@H]1[C@@H](OC(C)=O)CC(O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
C04016,CC(=O)N[C@@H]1[C@@H](O)CC(O)(C(=O)O)O[C@H]1[C@H](OC(C)=O)[C@H](O)CO
C04017,CC(=O)N[C@@H]1[C@@H](O)CC(O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)COC(C)=O
C04020,C[C@@H](N[C@@H](CCCCN)C(=O)O)C(=O)O
C04022,C[S+](C)CCC(=O)[O-]
C04024,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12
C04025,O=C(O)CC(=O)O
C04030,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)c2cccc(O)c2O)[C@@H](O)[C@H]1O
C04033,Oc1cc(O)c2c(O)cc(O)cc2c1
C04034,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
C04036,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O
C04037,O=C(O)[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@H]1O
C04039,CC(C)(O)C(O)C(=O)O
C04042,C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C04043,O=CCc1ccc(O)c(O)c1
C04044,O=C(O)CCc1cccc(O)c1O
C04045,O=C(O)C(=O)Cc1ccc(O)c(O)c1
C04046,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
C04047,CC(CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C04050,[O-][n+]1ccc(NO)c2ccccc21
C04051,NC(=O)c1nc[nH]c1N
C04052,O=C(O)CC(/C=C\C(=O)C(=O)O)C(=O)O
C04053,O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O
C04056,CCCCCC/C=C/C=C\CCCCCCCC(=O)O
C04058,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
C04061,*NC(=O)[C@H](CCCCNC)NC(*)=O
C04062,O=P(O)(O)O[C@@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O
C04063,O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O
C04067,CCOC(=O)C(=O)C(C)C(=O)OCC
C04069,O=c1c(O[C@@H]2O[C@H](CO)C(O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12
C04070,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
C04071,COP(=O)(O)OCCNC(=N)N
C04073,*O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](*)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NS(=O)(=O)O
C04074,O=c1c(-c2ccccc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
C04075,C=C(Cl)C[C@H](N)C(=O)O
C04076,N[C@@H](CCCC=O)C(=O)O
C04079,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O
C04080,*C(=O)NCCO
C04081,CC(=O)N(O)c1ccc(-c2ccccc2)cc1
C04083,CC(C)=CCNc1ncnc2[nH]cnc12
C04084,CC(=O)C1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C
C04087,*NC(=O)[C@H](Cc1cn(C)cn1)NC(*)=O
C04088,*SC(=O)CCCCCCCCCCCCCCCCC
C04089,C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)C1=O
C04091,O[C@H]1C=CC=C[C@H]1O
C04092,O=C(O)C1=NCCCC1
C04093,CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O
C04099,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](*)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
C04101,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1
C04103,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C04105,O=C(O)CC1C=CC(=O)O1
C04106,O=CCC(CO)C(=O)O
C04108,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(O)C=O
C04109,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12
C04110,O=C1C=C(O)C(=O)c2c(O)cccc21
C04112,CC(/C=C\C(=O)O)=C/C(=O)O
C04114,C[N+](C)(C)C/C=C/C(=O)[O-]
C04115,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O
C04118,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2
C04121,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1
C04122,C[C@H](CN)OP(=O)(O)O
C04125,*NC(=O)[C@H](CO)NC(*)=O
C04128,*NC(=O)[C@H](CO)NC(*)=O
C04131,NC(=O)CC(=O)O
C04133,CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O
C04136,*C(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
C04137,CC(N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O
C04138,N[C@@H](CCC(=O)NCCc1c[nH]cn1)C(=O)O
C04141,*NC(=O)[C@H](COP(=O)(O)O)NC(*)=O
C04142,*NC(=O)[C@H](CCC(=O)OC)NC(*)=O
C04144,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)CN2
C04145,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
C04146,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
C04148,NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(=O)O
C04149,*NC(=O)[C@H](CCCCNC(C)=O)NC(*)=O
C04150,CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C04152,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cnc4c(=O)n(C)c(N)nc43)[C@@H]2O)[C@@H](O)[C@H]1O
C04153,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cnc4c(=O)[nH]c(NC)nc43)[C@@H]2O)[C@@H](O)[C@H]1O
C04154,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cnc4c(NC)ncnc43)[C@@H]2O)[C@@H](O)[C@H]1O
C04155,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cc(C)c(N)nc3=O)[C@@H]2O)[C@@H](O)[C@H]1O
C04157,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cnc4c(=O)n(C)c(N)nc43)[C@@H]2O)[C@@H](O)[C@H]1O
C04159,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cnc4c(NC)ncnc43)[C@@H]2O)[C@@H](O)[C@H]1O
C04160,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3c[n+](C)c4c(=O)[nH]c(N)nc43)[C@@H]2O)[C@@H](O)[C@H]1O
C04164,O=C(/C=C/c1ccccc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C04167,O[C@H]1c2cccc3cccc(c23)[C@@H]1O
C04170,C/C=C(\C)C(=O)O[C@H]1CCN2C[C@@H]3C[C@H](CN4C(=O)CCC[C@H]34)[C@@H]2C1
C04171,O=C(O)C1=CC=C[C@H](O)[C@H]1O
C04178,N#Cc1cc(Br)c(O)c(Br)c1
C04180,*SC(=O)C/C=C\CCCCCC
C04181,CC(C)(O)C(=O)C(=O)O
C04185,O=C(O)c1cc2cc(O)c(O)cc2[nH]1
C04186,O=C(O)C/C(=C/C=C(/O)C(=O)O)C(=O)O
C04187,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1N
C04188,CSC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O
C04194,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccccc4)oc4ccccc4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
C04196,*O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](*)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NS(=O)(=O)O
C04197,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C04199,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12
C04201,COC(=O)[C@@H](N)Cc1ccc(OS(=O)(=O)O)cc1
C04202,*C(=O)OCC
C04203,CN(C)c1ccc(N)cc1
C04205,O=C(O)CC(=O)Nc1ccc(Cl)c(Cl)c1
C04207,O=C(Nc1cc(O)ccc1C(=O)O)c1ccccc1
