Reaction,hasRBP,reactionType
R08861,0,7.0
R11251,0,0.0
R09983,0,0.0
R04416,0,7.0
R07074,0,7.0
R06752,0,7.0
R03875,1,5.0
R01923,1,5.0
R05967,0,5.0
R02302,0,3.0
R04331,0,5.0
R07615,0,5.0
R11177,0,4.0
R08838,0,4.0
R07106,0,5.0
R01859,0,2.0
R01310,1,0.0
R06346,0,4.0
R01456,1,4.0
R00091,0,7.0
R07051,0,4.0
R04264,0,4.0
R08954,0,4.0
R01368,0,5.0
R04322,0,5.0
R03139,0,4.0
R12542,0,4.0
R09857,0,5.0
R05869,0,7.0
R10498,0,5.0
R08827,0,7.0
R03393,0,0.0
R00097,0,7.0
R06088,0,0.0
R06600,0,7.0
R07888,0,4.0
R07833,0,5.0
R08472,0,7.0
R02131,0,4.0
R07743,0,7.0
R07259,0,5.0
R00793,0,7.0
R04546,0,7.0
R01687,1,5.0
R07268,1,5.0
R03482,0,0.0
R05917,0,0.0
R09304,1,5.0
R12754,0,
R05376,0,3.0
R05440,0,4.0
R04326,1,5.0
R04463,1,2.0
R06119,0,4.0
R10907,1,4.0
R09160,0,4.0
R12498,0,7.0
R07112,0,4.0
R11247,0,5.0
R03927,0,7.0
R06487,0,5.0
R08942,0,0.0
R12418,0,4.0
R02757,1,5.0
R11667,0,7.0
R09323,1,0.0
R04134,0,1.0
R07561,0,4.0
R03404,0,0.0
R01830,1,5.0
R02657,0,4.0
R04491,1,5.0
R04122,0,4.0
R08727,0,4.0
R05565,0,4.0
R04952,1,5.0
R03035,1,5.0
R00081,0,4.0
R01639,0,5.0
R05813,0,7.0
R08992,0,7.0
R02369,0,7.0
R05887,0,7.0
R04027,0,4.0
R06737,0,7.0
R01637,0,7.0
R09296,0,5.0
R06698,0,7.0
R01752,1,4.0
R02535,0,4.0
R09235,0,4.0
R08600,0,0.0
R04097,1,5.0
R00414,1,0.0
R04740,1,3.0
R10950,1,0.0
R00166,0,7.0
R06063,0,7.0
R08003,0,7.0
R01340,0,4.0
R09239,0,7.0
R10482,0,7.0
R01676,1,0.0
R08001,0,7.0
R11663,0,7.0
R12120,1,4.0
R06516,0,3.0
R06584,0,7.0
R11393,0,4.0
R00748,0,3.0
R08089,0,4.0
R00243,1,4.0
R12593,0,4.0
R06932,0,4.0
R10932,0,5.0
R08141,0,4.0
R09272,0,4.0
R10648,1,5.0
R01086,0,3.0
R01120,0,7.0
R07801,0,4.0
R04445,0,4.0
R04556,0,4.0
R07044,0,4.0
R05985,1,5.0
R10869,0,5.0
R01791,0,0.0
R02971,0,5.0
R09644,0,0.0
R09410,1,0.0
R11771,0,0.0
R00235,1,2.0
R04502,1,5.0
R10888,0,7.0
R09429,0,7.0
R03076,0,7.0
R08244,1,2.0
R08452,0,7.0
R06898,0,7.0
R00851,0,5.0
R06221,0,5.0
R02093,1,5.0
R06515,0,2.0
R09338,0,7.0
R10210,0,7.0
R06287,0,7.0
R08490,0,7.0
R00391,1,5.0
R11280,0,5.0
R11130,0,4.0
R02725,0,4.0
R02371,0,5.0
R07398,0,0.0
R07026,1,5.0
R03666,0,7.0
R10405,0,7.0
R04913,0,5.0
R02387,0,5.0
R06144,1,0.0
R04838,0,4.0
R05256,0,4.0
R03718,0,5.0
R03055,0,0.0
R01066,0,3.0
R05451,0,2.0
R08301,0,7.0
R11369,0,7.0
R12584,0,7.0
R04149,0,0.0
R08291,0,7.0
R08465,0,5.0
R01430,0,4.0
R09150,0,4.0
R03451,0,4.0
R11681,0,5.0
R10553,0,0.0
R04877,0,7.0
R05512,0,7.0
R02135,1,0.0
R06506,0,7.0
R07436,0,4.0
R11176,0,4.0
R00626,1,0.0
R01478,1,0.0
R06780,0,7.0
R10459,0,4.0
R02269,0,0.0
R02527,1,4.0
R12407,0,4.0
R05433,0,4.0
R07024,1,5.0
R02745,0,0.0
R02609,0,4.0
R00569,0,0.0
R08537,0,5.0
R06837,0,7.0
R01975,1,4.0
R04183,0,0.0
R02319,1,0.0
R00489,0,3.0
R09030,1,1.0
R03978,0,7.0
R06329,0,7.0
R03042,1,0.0
R07114,0,7.0
R01279,1,4.0
R04515,0,3.0
R08816,0,5.0
R10211,0,0.0
R06223,1,5.0
R11284,0,4.0
R04430,1,4.0
R07600,1,4.0
R04996,0,4.0
R11298,0,5.0
R01678,1,0.0
R10119,0,5.0
R01231,1,2.0
R04016,0,5.0
R04958,0,4.0
R08152,0,7.0
R06774,0,7.0
R09310,0,7.0
R01278,0,4.0
R12683,1,4.0
R06729,0,0.0
R06706,0,7.0
R01252,1,4.0
R08411,0,7.0
R11465,0,5.0
R05799,0,5.0
R08885,0,7.0
R08657,1,4.0
R01415,0,4.0
R12464,1,4.0
R02434,0,7.0
R12067,0,4.0
R10686,0,7.0
R10349,0,7.0
R06445,0,7.0
R09510,1,4.0
R02467,0,4.0
R09511,1,4.0
R03755,0,5.0
R07584,0,0.0
R10522,0,4.0
R11773,0,5.0
R04633,1,0.0
R00389,0,2.0
R00408,0,7.0
R09432,0,7.0
R07208,0,4.0
R08943,0,4.0
R10501,0,3.0
R01626,1,5.0
R05916,0,5.0
R02030,1,5.0
R04842,0,4.0
R04635,0,5.0
R02468,0,4.0
R07064,1,0.0
R07939,0,4.0
R06513,0,3.0
R08960,1,4.0
R04936,1,0.0
R05950,0,5.0
R10910,1,5.0
R06371,0,0.0
R04503,0,0.0
R00800,0,7.0
R03823,0,7.0
R03995,0,7.0
R08701,0,7.0
R07109,0,0.0
R01000,1,4.0
R10880,0,7.0
R12568,0,5.0
R06945,0,4.0
R01233,0,0.0
R05506,1,5.0
R09046,0,7.0
R12700,0,7.0
R10404,0,5.0
R12540,0,4.0
R07799,0,4.0
R01780,1,5.0
R06850,0,7.0
R07018,0,7.0
R08835,0,7.0
R07447,0,4.0
R11231,1,4.0
R07617,0,5.0
R06973,0,3.0
R01427,0,7.0
R02566,1,4.0
R04645,0,7.0
R00526,0,0.0
R08605,0,5.0
R03236,1,5.0
R01214,1,5.0
R04980,0,4.0
R11201,1,5.0
R08475,0,7.0
R06263,1,5.0
R08107,0,7.0
R10877,0,4.0
R11878,0,4.0
R09209,0,4.0
R00515,0,0.0
R09348,0,7.0
R07035,1,4.0
R06768,0,7.0
R07046,0,4.0
R08061,0,7.0
R08454,0,7.0
R08704,0,4.0
R04176,1,5.0
R00847,0,5.0
R11219,1,5.0
R11363,0,4.0
R00267,1,4.0
R07732,0,7.0
R09034,0,5.0
R01845,0,0.0
R02908,0,4.0
R05585,0,4.0
R00964,0,5.0
R00699,0,3.0
R04881,0,5.0
R06255,0,7.0
R12698,0,7.0
R11759,0,7.0
R11400,0,5.0
R02485,0,0.0
R08248,0,5.0
R03656,1,2.0
R03973,0,4.0
R00611,0,4.0
R05592,0,0.0
R12707,0,
R02438,0,7.0
R03189,0,5.0
R02493,1,5.0
R06673,0,7.0
R05586,1,5.0
R11253,0,7.0
R06664,0,7.0
R01320,1,5.0
R02650,1,5.0
R06012,0,0.0
R09991,1,3.0
R07972,0,4.0
R02529,0,4.0
R03181,1,1.0
R06500,0,7.0
R01049,1,5.0
R06315,0,7.0
R12595,1,0.0
R03792,0,4.0
R11668,0,7.0
R08467,0,5.0
R04956,1,4.0
R08829,0,7.0
R03304,0,5.0
R08088,0,2.0
R07540,0,7.0
R05055,0,5.0
R00662,0,0.0
R05478,0,7.0
R04670,0,7.0
R12598,0,2.0
R05248,0,4.0
R10728,0,4.0
R00159,0,0.0
R02801,0,7.0
R00546,0,0.0
R07363,1,4.0
R06526,0,4.0
R11138,0,7.0
R11142,0,4.0
R04423,0,5.0
R03158,1,0.0
R07902,0,0.0
R01185,1,0.0
R10283,0,3.0
R08401,0,7.0
R06158,1,0.0
R06958,0,7.0
R03626,0,4.0
R09131,0,4.0
R03815,1,4.0
R05930,0,5.0
R08053,0,7.0
R07354,1,4.0
R09447,0,7.0
R06409,0,2.0
R01241,1,0.0
R05503,0,4.0
R10381,0,4.0
R04489,0,7.0
R08031,0,7.0
R01701,1,4.0
R07963,0,4.0
R00517,0,5.0
R05218,0,4.0
R11569,0,7.0
R01537,0,7.0
R11287,0,7.0
R00814,0,4.0
R02923,0,4.0
R03992,1,5.0
R07334,0,5.0
R08174,1,0.0
R08311,0,7.0
R09155,0,4.0
R05207,0,5.0
R00036,0,3.0
R01999,1,5.0
R06411,1,3.0
R07499,1,4.0
R03531,0,0.0
R08796,0,7.0
R12282,0,4.0
R04764,0,5.0
R07394,0,0.0
R06227,0,5.0
R10825,1,5.0
R03437,1,5.0
R11042,0,7.0
R10814,0,0.0
R11425,1,4.0
R06623,0,0.0
R02111,1,5.0
R10288,0,3.0
R09428,0,5.0
R01130,1,4.0
R07893,1,3.0
R07291,1,0.0
R08281,1,4.0
R02209,0,4.0
R10684,0,4.0
R03421,0,0.0
R08288,0,7.0
R05265,0,4.0
R09199,0,7.0
R09956,1,4.0
R11062,0,5.0
R01920,1,5.0
R04568,1,5.0
R08246,1,5.0
R05619,0,4.0
R05430,0,4.0
R06165,0,5.0
R00378,1,5.0
R10677,0,2.0
R01991,0,2.0
R00422,0,7.0
R10379,0,4.0
R12553,0,4.0
R07891,1,5.0
R05936,0,5.0
R03045,1,3.0
R04480,1,5.0
R04966,0,4.0
R10718,0,4.0
R03989,0,4.0
R09297,0,5.0
R00511,1,0.0
R09341,0,7.0
R02569,1,5.0
R08241,0,5.0
R06970,0,0.0
R01595,0,4.0
R03857,1,4.0
R02808,0,5.0
R03522,1,5.0
R02941,0,4.0
R07908,0,5.0
R03534,0,4.0
R09458,0,4.0
R01570,0,5.0
R00866,0,5.0
R05599,0,3.0
R08408,0,4.0
R03092,0,7.0
R08524,0,7.0
R07053,0,4.0
R07396,0,5.0
R04575,0,5.0
R01187,1,0.0
R02583,0,7.0
R12404,1,4.0
R01093,1,4.0
R04970,1,4.0
R07758,1,5.0
R10759,0,7.0
R04648,0,5.0
R00670,0,3.0
R06134,1,0.0
R04173,1,5.0
R10981,0,4.0
R07818,1,0.0
R03234,0,4.0
R12691,0,7.0
R08772,0,3.0
R07646,0,7.0
R04230,1,2.0
R12295,0,5.0
R04095,1,4.0
R00912,0,2.0
R00311,1,4.0
R02092,0,0.0
R08271,0,4.0
R08632,1,3.0
R05756,0,5.0
R09066,0,7.0
R04025,0,4.0
R11731,0,5.0
R08179,1,0.0
R11562,1,0.0
R09979,0,1.0
R05364,0,0.0
R03208,0,4.0
R00376,1,5.0
R00227,0,0.0
R06886,0,4.0
R08718,1,0.0
R10511,0,4.0
R11474,0,4.0
R03327,0,4.0
R04361,0,5.0
R07069,1,5.0
R09427,0,5.0
R07759,1,4.0
R03610,0,4.0
R00177,1,5.0
R01799,1,5.0
R07095,0,7.0
R05237,1,4.0
R07881,0,5.0
R04998,0,0.0
R08502,0,7.0
R05973,1,5.0
R05601,0,3.0
R08949,0,4.0
R10484,0,5.0
R06763,0,7.0
R01372,0,4.0
R08758,0,4.0
R06168,0,5.0
R06499,0,5.0
R09352,0,5.0
R00678,0,4.0
R00190,1,5.0
R09087,1,5.0
R04138,0,2.0
R01348,0,4.0
R12554,0,1.0
R01316,0,0.0
R08158,0,0.0
R00127,1,5.0
R04973,0,7.0
R06194,0,7.0
R03269,0,3.0
R00993,0,4.0
R10575,0,4.0
R07445,0,4.0
R06866,0,7.0
R04238,1,0.0
R10980,0,0.0
R04453,0,7.0
R08596,0,7.0
R05552,0,7.0
R00214,1,4.0
R10422,1,4.0
R09369,0,5.0
R00438,1,5.0
R09179,0,7.0
R01933,1,4.0
R02534,0,5.0
R02358,0,5.0
R08126,0,7.0
R08739,0,1.0
R11321,0,5.0
R05144,1,3.0
R08423,0,7.0
R07693,0,7.0
R11046,0,1.0
R07736,0,7.0
R08494,0,7.0
R09532,0,0.0
R07697,0,4.0
R01453,0,4.0
R09065,0,5.0
R11472,0,4.0
R05474,0,7.0
R02726,0,4.0
R07384,1,5.0
R08953,0,7.0
R08959,0,4.0
R03530,1,5.0
R01269,1,5.0
R00618,0,0.0
R07694,0,7.0
R06397,0,2.0
R02789,0,5.0
R08799,0,7.0
R09218,0,4.0
R06365,0,7.0
R04682,1,4.0
R10951,0,5.0
R08662,0,5.0
R07468,0,7.0
R08289,0,7.0
R10022,0,7.0
R03091,0,5.0
R10868,0,5.0
R06035,0,5.0
R04818,0,4.0
R02521,0,4.0
R12298,0,5.0
R01984,0,7.0
R02531,1,4.0
R11060,1,4.0
R03185,0,7.0
R02999,0,4.0
R04500,0,7.0
R07082,1,0.0
R11891,1,5.0
R05587,0,5.0
R03910,0,5.0
R00269,1,0.0
R01119,0,7.0
R00395,0,5.0
R07814,1,0.0
R09350,0,7.0
R01857,1,5.0
R03551,0,7.0
R05836,0,7.0
R02744,1,0.0
R04607,1,5.0
R05421,1,0.0
R01665,1,5.0
R05363,0,0.0
R10106,0,7.0
R03197,0,3.0
R00709,1,4.0
R05122,0,7.0
R06728,0,0.0
R09840,0,0.0
R09031,0,1.0
R00969,0,0.0
R11683,0,7.0
R04671,1,1.0
R12421,0,7.0
R12350,0,5.0
R04830,0,4.0
R12072,0,4.0
R04325,1,5.0
R06468,0,4.0
R00426,0,0.0
R01023,0,5.0
R10600,0,5.0
R01900,1,3.0
R07324,1,1.0
R00314,0,7.0
R00459,0,7.0
R06199,0,0.0
R04544,1,5.0
R06697,0,7.0
R11662,0,7.0
R02406,1,2.0
R00251,0,0.0
R04884,0,4.0
R08927,0,7.0
R07788,0,7.0
R02983,0,4.0
R08395,0,7.0
R04967,1,4.0
R02326,1,5.0
R03430,0,0.0
R08609,0,5.0
R07825,0,0.0
R08523,0,4.0
R04939,0,5.0
R09845,1,0.0
R02080,0,3.0
R08269,0,4.0
R10500,0,5.0
R03632,1,5.0
R04155,0,7.0
R10741,0,4.0
R05130,0,7.0
R09442,0,4.0
R04942,1,3.0
R05481,0,7.0
R00648,0,4.0
R09450,1,0.0
R08415,0,7.0
R08072,0,7.0
R06215,0,5.0
R06082,0,0.0
R02266,0,1.0
R12697,0,7.0
R11197,0,4.0
R05931,0,5.0
R04548,0,5.0
R02174,0,5.0
R08572,0,5.0
R11468,0,4.0
R01303,0,4.0
R12596,0,2.0
R09264,0,4.0
R03409,1,0.0
R10743,0,7.0
R11480,0,7.0
R01698,1,4.0
R00595,1,5.0
R08602,1,0.0
R07400,0,4.0
R04171,1,5.0
R04899,0,7.0
R08678,1,4.0
R06605,0,7.0
R06651,0,7.0
R07097,0,7.0
R08277,0,4.0
R06629,0,7.0
R00119,0,5.0
R12555,0,7.0
R08798,0,7.0
R00057,1,4.0
R11371,0,5.0
R06617,0,7.0
R05958,0,7.0
R04437,0,4.0
R01500,0,5.0
R08491,0,7.0
R08331,0,5.0
R04098,0,7.0
R04803,0,7.0
R01593,0,4.0
R02352,1,4.0
R07607,0,4.0
R04763,0,7.0
R05543,0,7.0
R08037,0,7.0
R09275,0,7.0
R11249,0,7.0
R06085,0,5.0
R07582,0,0.0
R05900,0,7.0
R08284,0,7.0
R02619,1,5.0
R08080,0,7.0
R06488,0,5.0
R04081,0,5.0
R10892,0,2.0
R03672,0,7.0
R00156,1,5.0
R02513,0,0.0
R04018,0,0.0
R11434,0,5.0
R00437,1,5.0
R06992,0,7.0
R08498,0,7.0
R12430,0,5.0
R11399,1,5.0
R05250,0,7.0
R01986,1,4.0
R07444,0,4.0
R07764,0,5.0
R00516,0,5.0
R08746,0,7.0
R02090,1,5.0
R03445,1,5.0
R07070,1,5.0
R01095,1,4.0
R05899,0,7.0
R05811,0,5.0
R04452,1,0.0
R08935,0,4.0
R08589,0,4.0
R02466,0,3.0
R01154,0,5.0
R04957,1,5.0
R12322,1,4.0
R08095,1,5.0
R10806,0,5.0
R06486,0,5.0
R05804,0,5.0
R00736,0,3.0
R04751,1,4.0
R04280,0,4.0
R07807,1,0.0
R11378,0,5.0
R09833,0,0.0
R01325,1,3.0
R01734,0,7.0
R05962,0,5.0
R00596,0,7.0
R06745,0,7.0
R08430,0,5.0
R07862,0,7.0
R05991,0,5.0
R09100,0,7.0
R06090,0,5.0
R00926,1,2.0
R08362,0,4.0
R08236,1,5.0
R01906,0,1.0
R05541,0,7.0
R07108,0,0.0
R02310,0,1.0
R10736,0,7.0
R04251,0,4.0
R08139,0,4.0
R06741,0,7.0
R06454,0,7.0
R03953,0,4.0
R10359,0,4.0
R12244,0,5.0
R02141,0,0.0
R10864,0,7.0
R04593,0,7.0
R00078,0,4.0
R08792,0,7.0
R01234,1,0.0
R07164,0,4.0
R04754,1,4.0
R10893,0,5.0
R07655,0,5.0
R06098,1,0.0
R09298,0,5.0
R08506,0,7.0
R07207,0,4.0
R01496,1,5.0
R07121,0,0.0
R02872,1,4.0
R05733,1,4.0
R05145,0,2.0
R10126,0,4.0
R04975,0,7.0
R04758,0,4.0
R06903,0,3.0
R11527,1,0.0
R05188,1,5.0
R07892,0,4.0
R08078,0,7.0
R08102,0,7.0
R08183,1,0.0
R08767,0,7.0
R04506,1,4.0
R08660,0,3.0
R07461,0,5.0
R09230,0,4.0
R08144,0,0.0
R00705,1,4.0
R08062,0,7.0
R05640,1,4.0
R09316,0,5.0
R01051,0,5.0
R07388,0,0.0
R01827,1,5.0
R05707,1,4.0
R00032,0,4.0
R01494,1,0.0
R06882,0,7.0
R08349,0,4.0
R10350,0,4.0
R00430,1,5.0
R03955,0,5.0
R11929,1,4.0
R05545,0,7.0
R08823,0,5.0
R05889,0,7.0
R09136,0,0.0
R09259,0,7.0
R05948,0,5.0
R05106,0,7.0
R03490,0,5.0
R08654,0,3.0
R09258,0,5.0
R00573,1,2.0
R12299,0,4.0
R04917,0,4.0
R09370,0,5.0
R08339,0,4.0
R06776,0,7.0
R09088,0,7.0
R03237,1,5.0
R00104,0,5.0
R08130,0,7.0
R09340,0,7.0
R08834,0,7.0
R08686,0,3.0
R07213,0,4.0
R01989,0,5.0
R04701,0,7.0
R06853,0,4.0
R02592,0,7.0
R05511,0,0.0
R12409,0,3.0
R02590,1,5.0
R07691,0,4.0
R00946,1,5.0
R01251,1,4.0
R00864,0,7.0
R10013,0,7.0
R04861,0,7.0
R00069,0,4.0
R00299,1,5.0
R00424,0,0.0
R02364,0,4.0
R00549,0,5.0
R08575,1,5.0
R03511,1,4.0
R08379,1,4.0
R08981,0,0.0
R07836,0,4.0
R08987,0,5.0
R01805,0,0.0
R00935,1,4.0
R07443,1,4.0
R05220,1,5.0
R07209,0,4.0
R10687,0,0.0
R01009,0,5.0
R08125,0,0.0
R03130,0,5.0
R09360,0,7.0
R08463,0,7.0
R06792,0,7.0
R05058,0,7.0
R10409,0,7.0
R03333,0,0.0
R11305,0,7.0
R07683,0,4.0
R12420,0,4.0
R00734,1,5.0
R10650,1,5.0
R04644,0,7.0
R12179,0,7.0
R05418,0,4.0
R02061,0,5.0
R11750,0,7.0
R07510,0,4.0
R02654,0,5.0
R09435,0,7.0
R05802,0,5.0
R09172,0,7.0
R09516,0,4.0
R06402,0,4.0
R00217,1,4.0
R08744,0,5.0
R01821,1,5.0
R06349,0,4.0
R11890,0,7.0
R07739,0,4.0
R06007,0,5.0
R07762,1,5.0
R05384,0,3.0
R06753,0,7.0
R01100,1,0.0
R07676,0,4.0
R05965,0,5.0
R01711,0,4.0
R06418,0,7.0
R08820,0,7.0
R04964,1,4.0
R06132,0,3.0
R08438,0,7.0
R05600,0,3.0
R05419,0,4.0
R01164,0,2.0
R04753,0,4.0
R04620,1,0.0
R05336,0,5.0
R07952,0,4.0
R07374,0,4.0
R02114,0,5.0
R00967,0,5.0
R02056,1,5.0
R08702,0,4.0
R12399,1,4.0
R10207,0,4.0
R06484,0,5.0
R09228,0,4.0
R04817,0,4.0
R04893,0,4.0
R02334,0,0.0
R12578,1,4.0
R12315,0,4.0
R08376,0,7.0
R05438,0,4.0
R06528,1,0.0
R11364,0,5.0
R04621,0,0.0
R01798,0,7.0
R09417,1,0.0
R12121,1,4.0
R01377,0,3.0
R04131,0,3.0
R07215,1,4.0
R05335,0,7.0
R06911,0,4.0
R07430,0,4.0
R02024,1,4.0
R06195,0,7.0
R08466,0,7.0
R09852,0,7.0
R12690,1,5.0
R00904,1,4.0
R10219,0,7.0
R06668,0,5.0
R07027,1,0.0
R09178,0,4.0
R09413,0,7.0
R07964,0,4.0
R03919,1,4.0
R07054,0,4.0
R02572,0,5.0
R02818,0,7.0
R05777,0,0.0
R09213,0,4.0
R04876,0,7.0
R09955,0,1.0
R10018,0,7.0
R00597,1,5.0
R09515,0,4.0
R08740,0,4.0
R01262,1,5.0
R05947,0,5.0
R03695,0,7.0
R06505,0,7.0
R06674,0,7.0
R03532,1,4.0
R06672,0,7.0
R06822,0,7.0
R07102,0,7.0
R00890,0,5.0
R04547,0,4.0
R08994,0,7.0
R09453,0,4.0
R06884,0,4.0
R09676,1,5.0
R07479,0,5.0
R07844,0,7.0
R02687,0,0.0
R06630,0,7.0
R06764,0,7.0
R07901,0,5.0
R09844,1,5.0
R02477,1,4.0
R02155,0,5.0
R09270,0,5.0
R00493,0,5.0
R03937,0,3.0
R07122,0,0.0
R05994,1,0.0
R09698,1,3.0
R08684,0,4.0
R03293,1,4.0
R04073,1,4.0
R00444,1,5.0
R04661,0,5.0
R01788,0,0.0
R12198,0,0.0
R02805,0,0.0
R08558,1,4.0
R11420,0,5.0
R10397,0,7.0
R06925,0,3.0
R08153,0,7.0
R12414,0,5.0
R00548,1,0.0
R05926,1,5.0
R10502,0,4.0
R08650,0,7.0
R07680,0,0.0
R08099,0,7.0
R07618,1,4.0
R05897,0,7.0
R03090,0,4.0
R04562,0,2.0
R05966,0,0.0
R02101,1,5.0
R00968,0,5.0
R08726,0,7.0
R05280,0,4.0
R00317,0,0.0
R01662,1,1.0
R00833,0,1.0
R03302,0,4.0
R01939,0,5.0
R12550,0,4.0
R10361,0,7.0
R02470,0,4.0
R00908,0,5.0
R06863,1,5.0
R08260,1,0.0
R05128,0,7.0
R07488,0,4.0
R09093,0,7.0
R07558,0,4.0
R05858,0,7.0
R08470,0,7.0
R04770,1,3.0
R08015,0,4.0
R03378,0,5.0
R11476,0,5.0
R01567,1,5.0
R00022,1,0.0
R08265,0,4.0
R10410,0,7.0
R10700,0,5.0
R12440,0,4.0
R07085,0,4.0
R08513,0,7.0
R10746,0,5.0
R06956,0,7.0
R10138,0,5.0
R05658,0,0.0
R04571,0,4.0
R07060,1,4.0
R02324,0,5.0
R05894,0,7.0
R02017,1,4.0
R09181,0,5.0
R07011,0,7.0
R11292,0,5.0
R02702,0,4.0
R07073,0,7.0
R08563,0,7.0
R02720,0,0.0
R05209,0,0.0
R00287,0,0.0
R03527,0,0.0
R08250,0,5.0
R01768,0,4.0
R04268,1,0.0
R03321,1,1.0
R10692,0,4.0
R10104,1,4.0
R11266,0,4.0
R03097,0,4.0
R12047,0,5.0
R05052,1,5.0
R08391,0,4.0
R00102,0,0.0
R04289,0,7.0
R01758,1,4.0
R07440,0,4.0
R02838,0,4.0
R07752,0,7.0
R07554,0,4.0
R04789,0,4.0
R00286,1,4.0
R10748,0,0.0
R11740,0,7.0
R06938,0,7.0
R08224,0,5.0
R06483,0,7.0
R07505,1,4.0
R01177,1,5.0
R00137,0,5.0
R08142,0,4.0
R06407,0,4.0
R09219,0,4.0
R09858,0,5.0
R01954,1,2.0
R02488,1,4.0
R05540,0,7.0
R07059,1,4.0
R05938,0,5.0
R01650,0,7.0
R05079,0,7.0
R11121,0,4.0
R08286,0,4.0
R07898,1,4.0
R12390,1,0.0
R11313,0,0.0
R08184,0,0.0
R09171,0,4.0
R00331,1,5.0
R06743,0,7.0
R04192,0,5.0
R07017,0,7.0
R08485,0,4.0
R03688,0,3.0
R08317,0,7.0
R08393,0,7.0
R04144,1,2.0
R08092,0,4.0
R07041,0,4.0
R04632,0,5.0
R08477,0,7.0
R11466,0,5.0
R10711,0,7.0
R07487,1,4.0
R10221,1,4.0
R09256,0,5.0
R06193,0,5.0
R00669,0,0.0
R09537,0,0.0
R05372,0,0.0
R03979,1,0.0
R04241,0,2.0
R06333,0,7.0
R12052,0,4.0
R07991,0,7.0
R09538,0,0.0
R06501,0,7.0
R12565,0,5.0
R10217,0,4.0
R03602,0,7.0
R06024,0,5.0
R11499,0,7.0
R06314,0,7.0
R02102,1,0.0
R10679,0,2.0
R00344,1,2.0
R10669,0,4.0
R05727,0,4.0
R05888,0,7.0
R04667,0,7.0
R11481,0,7.0
R02476,1,4.0
R01036,1,4.0
R07296,0,0.0
R01030,0,0.0
R09277,0,7.0
R01032,0,7.0
R11294,0,5.0
R11416,0,5.0
R02790,0,5.0
R03654,1,2.0
R05977,0,5.0
R08518,0,4.0
R04537,1,5.0
R01870,1,5.0
R03257,0,7.0
R07730,0,1.0
R06553,0,7.0
R12460,1,4.0
R03689,1,4.0
R11136,0,7.0
R12563,0,1.0
R12137,0,7.0
R05063,0,3.0
R01281,1,5.0
R11765,1,4.0
R11574,0,7.0
R07415,0,4.0
R04940,0,7.0
R06124,0,4.0
R12415,0,4.0
R05999,0,0.0
R08410,0,7.0
R08208,1,4.0
R06026,0,5.0
R08735,0,4.0
R11473,0,3.0
R06318,0,7.0
R07937,1,5.0
R05957,0,5.0
R07350,0,4.0
R11091,0,7.0
R01790,0,0.0
R10756,0,7.0
R04675,0,4.0
R12355,0,4.0
R07821,0,0.0
R01778,1,4.0
R04962,1,4.0
R02713,0,7.0
R08132,0,7.0
R09995,0,7.0
R11114,0,7.0
R04743,1,4.0
R08803,0,5.0
R11412,0,5.0
R07411,0,5.0
R07077,0,7.0
R11691,0,7.0
R02288,0,0.0
R07473,0,7.0
R06740,0,4.0
R08106,0,7.0
R10254,0,5.0
R01090,1,5.0
R07727,0,4.0
R01518,1,1.0
R09163,0,4.0
R06103,0,0.0
R00139,1,5.0
R10351,0,4.0
R08865,0,7.0
R03174,1,5.0
R02099,1,5.0
R07362,0,4.0
R00047,0,4.0
R08305,0,7.0
R11528,0,5.0
R05434,0,4.0
R03665,1,2.0
R00923,0,3.0
R03765,0,7.0
R06519,0,4.0
R12703,0,5.0
R09237,0,4.0
R11100,0,3.0
R02894,0,4.0
R06094,1,0.0
R05549,1,0.0
R01341,0,4.0
R11232,1,4.0
R12499,0,7.0
R06039,0,5.0
R07842,0,7.0
R07684,0,4.0
R11900,0,7.0
R03150,1,5.0
R03595,0,5.0
R00771,1,1.0
R07360,1,4.0
R03922,1,5.0
R05964,0,5.0
R06064,0,7.0
R08120,0,0.0
R08608,0,7.0
R00539,0,0.0
R09827,1,0.0
R03840,0,5.0
R03354,0,5.0
R01503,0,5.0
R04656,0,5.0
R01463,0,4.0
R11275,0,7.0
R03342,1,1.0
R00801,0,0.0
R06006,0,5.0
R09204,0,4.0
R06726,0,7.0
R00483,1,2.0
R06949,0,7.0
R05431,0,4.0
R08487,0,7.0
R08071,0,7.0
R08743,0,2.0
R08182,1,0.0
R06497,0,5.0
R00756,1,5.0
R03814,1,4.0
R07335,0,5.0
R11277,0,4.0
R07459,0,5.0
R03417,1,0.0
R00073,0,4.0
R04429,0,4.0
R01630,0,4.0
R01227,1,0.0
R04666,0,0.0
R10520,1,4.0
R10362,0,4.0
R11376,0,5.0
R05483,0,7.0
R11930,1,0.0
R08750,0,5.0
R04812,0,4.0
R04141,0,0.0
R00434,1,3.0
R03557,1,4.0
R10735,0,4.0
R08363,1,4.0
R02876,0,7.0
R07641,1,2.0
R05305,1,4.0
R03657,1,2.0
R04586,1,0.0
R06128,1,5.0
R08486,0,4.0
R06550,0,7.0
R04358,1,5.0
R01126,1,0.0
R11345,0,4.0
R12205,0,4.0
R07744,0,7.0
R05635,1,0.0
R05924,0,5.0
R03528,1,3.0
R09200,0,5.0
R00412,0,4.0
R01315,1,0.0
R03438,1,5.0
R02480,1,3.0
R01654,0,2.0
R00910,0,2.0
R05546,0,7.0
